"movieId","title","genres","Adventure","Animation","Children","Comedy","Fantasy","Romance","Drama","Action","Crime","Thriller","Horror","Mystery","SciFi","War","Musical","Documentary","IMAX","Western","FilmNoir","NoGenresListed","movieId","imdbId","tmdbId"
125,"Flirting With Disaster (1996)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,116324,2074
126,"NeverEnding Story III, The (1994)","Adventure|Children|Fantasy",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,110647,27793
128,"Jupiter's Wife (1994)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,110217,290157
129,"Pie in the Sky (1996)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,114131,110972
132,"Jade (1995)","Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,113451,11863
135,"Down Periscope (1996)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,116130,9101
137,"Man of the Year (1995)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,113756,5757
140,"Up Close and Personal (1996)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,118055,9302
141,"Birdcage, The (1996)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,115685,11000
144,"Brothers McMullen, The (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,112585,16388
145,"Bad Boys (1995)","Action|Comedy|Crime|Drama|Thriller",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,145,112442,9737
146,"Amazing Panda Adventure, The (1995)","Adventure|Children",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,112342,30765
147,"Basketball Diaries, The (1995)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,112461,10474
148,"Awfully Big Adventure, An (1995)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,112427,22279
149,"Amateur (1994)","Crime|Drama|Thriller",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,149,109093,30157
150,"Apollo 13 (1995)","Adventure|Drama|IMAX",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,150,112384,568
151,"Rob Roy (1995)","Action|Drama|Romance|War",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,151,114287,11780
152,"Addiction, The (1995)","Drama|Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,152,112288,34996
153,"Batman Forever (1995)","Action|Adventure|Comedy|Crime",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,153,112462,414
154,"Beauty of the Day (Belle de jour) (1967)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,61395,649
155,"Beyond Rangoon (1995)","Adventure|Drama|War",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,155,112495,1873
156,"Blue in the Face (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,112541,5894
157,"Canadian Bacon (1995)","Comedy|War",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157,109370,1775
158,"Casper (1995)","Adventure|Children",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,112642,8839
159,"Clockers (1995)","Crime|Drama|Mystery",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,159,112688,20649
160,"Congo (1995)","Action|Adventure|Mystery|Sci-Fi",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,160,112715,10329
161,"Crimson Tide (1995)","Drama|Thriller|War",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,161,112740,8963
162,"Crumb (1994)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162,109508,26564
163,"Desperado (1995)","Action|Romance|Western",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,163,112851,8068
164,"Devil in a Blue Dress (1995)","Crime|Film-Noir|Mystery|Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,164,112857,8512
165,"Die Hard: With a Vengeance (1995)","Action|Crime|Thriller",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,165,112864,1572
166,"Doom Generation, The (1995)","Comedy|Crime|Drama",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,166,112887,13552
168,"First Knight (1995)","Action|Drama|Romance",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,168,113071,6520
169,"Free Willy 2: The Adventure Home (1995)","Adventure|Children|Drama",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,113114,9073
170,"Hackers (1995)","Action|Adventure|Crime|Thriller",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,170,113243,10428
171,"Jeffrey (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,113464,17447
172,"Johnny Mnemonic (1995)","Action|Sci-Fi|Thriller",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,172,113481,9886
173,"Judge Dredd (1995)","Action|Crime|Sci-Fi",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,173,113492,9482
174,"Jury Duty (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,113500,19326
175,"Kids (1995)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,113540,9344
176,"Living in Oblivion (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,113677,9071
177,"Lord of Illusions (1995)","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177,113690,8973
178,"Love & Human Remains (1993)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,107447,15730
179,"Mad Love (1995)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179,113729,47608
180,"Mallrats (1995)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,113749,2293
181,"Mighty Morphin Power Rangers: The Movie (1995)","Action|Children",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181,113820,9070
183,"Mute Witness (1994)","Comedy|Horror|Thriller",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,183,110604,48787
184,"Nadja (1994)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184,110620,34574
185,"Net, The (1995)","Action|Crime|Thriller",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,185,113957,1642
186,"Nine Months (1995)","Comedy|Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,113986,11472
187,"Party Girl (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,114095,36196
188,"Prophecy, The (1995)","Fantasy|Horror|Mystery",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,188,114194,11980
189,"Reckless (1995)","Comedy|Fantasy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,114241,58372
190,"Safe (1995)","Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190,114323,32646
191,"Scarlet Letter, The (1995)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191,114345,10533
193,"Showgirls (1995)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,114436,10802
194,"Smoke (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,114478,10149
195,"Something to Talk About (1995)","Comedy|Drama|Romance",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195,114496,18402
196,"Species (1995)","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,196,114508,9348
198,"Strange Days (1995)","Action|Crime|Drama|Mystery|Sci-Fi|Thriller",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,198,114558,281
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Drama|Musical|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,199,58450,5967
201,"Three Wishes (1995)","Drama|Fantasy",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,114663,47939
202,"Total Eclipse (1995)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,114702,36834
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,114682,9090
204,"Under Siege 2: Dark Territory (1995)","Action",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,204,114781,3512
205,"Unstrung Heroes (1995)","Comedy|Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205,114798,52856
206,"Unzipped (1995)","Documentary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,206,114805,77350
207,"Walk in the Clouds, A (1995)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207,114887,9560
208,"Waterworld (1995)","Action|Adventure|Sci-Fi",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,208,114898,9804
209,"White Man's Burden (1995)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,114928,31611
210,"Wild Bill (1995)","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210,114938,65796
211,"Browning Version, The (1994)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211,109340,49805
212,"Bushwhacked (1995)","Adventure|Comedy|Crime|Mystery",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,212,112602,26258
213,"Burnt by the Sun (Utomlyonnye solntsem) (1994)","Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213,111579,50797
214,"Before the Rain (Pred dozhdot) (1994)","Drama|War",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,214,110882,19155
215,"Before Sunrise (1995)","Drama|Romance",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,112471,76
216,"Billy Madison (1995)","Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,112508,11017
217,"Babysitter, The (1995)","Drama|Thriller",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,217,112438,37141
